350
16 70
33 2 162993
10 47 112238
16 1 38475
48 27 119279
40 7 69108
41 44 196533
23 49 130747
38 39 146537
24 40 51282
9 48 69745
48 32 71169
42 36 212696
40 19 105012
3 23 157816
49 47 69551
31 8 125866
8 13 149321
13 39 90296
43 48 158999
12 40 78806
16 46 111616
10 41 144227
47 42 104806
34 23 110964
37 30 111884
45 6 103557
16 36 156305
30 32 87413
12 10 124345
25 32 94930
40 1 26461
35 15 115892
27 29 115324
14 19 144730
49 28 132556
34 37 63115
6 34 63973
14 42 137623
11 44 140617
23 18 116128
6 8 211834
11 23 43252
37 39 25721
37 31 85110
41 26 123864
28 10 99013
1 33 85230
6 14 139338
26 21 120892
5 48 48646
9 31 67741
23 13 112424
4 39 139313
40 29 55767
22 9 129936
24 37 93692
50 14 100319
2 26 18577
42 29 89892
41 33 150887
24 29 75581
43 27 198058
36 14 189089
31 24 52572
16 11 77954
1 6 119371
25 34 95440
1 39 143647
32 28 108557
50 5 42265
22 34 44133
25 37 135931
44 20 122134
22 18 85845
10 21 131282
44 38 187498
40 21 102427
40 23 96809
39 15 135822
42 12 119323
26 49 76202
8 30 226575
28 4 79634
21 17 43270
22 45 153362
29 25 54394
40 42 40517
39 30 86163
45 39 131797
33 37 124818
7 38 58012
22 27 67889
43 45 204828
8 12 133224
19 5 102101
29 15 63564
4 14 125842
49 17 51247
8 19 220217
32 42 55748
37 47 103231
33 4 98808
29 26 113826
15 4 48565
5 33 121997
18 33 121186
31 30 142712
33 20 116519
16 26 140427
20 17 93226
23 16 121206
7 31 104736
4 49 81290
9 25 141186
22 5 29422
8 45 246341
39 6 152809
17 41 50293
31 6 85968
21 36 132856
12 47 127899
9 5 113806
8 39 191938
6 12 78610
8 3 145319
38 3 99918
10 22 127322
46 7 121700
41 31 74156
25 23 169329
50 43 159398
23 10 139642
4 12 65114
47 40 77461
6 49 167372
23 46 149923
24 36 193311
5 44 124814
27 32 103156
44 1 113521
29 49 47857
23 43 222851
8 37 178605
8 29 151554
37 10 130672
43 7 148487
10 39 104951
49 45 184541
5 28 102712
39 11 104168
43 28 192552
21 37 128197
35 26 41577
26 20 59960
3 35 72340
2 21 103403
41 22 101118
26 7 127167
13 15 48446
44 37 113835
23 20 78338
18 14 117077
5 10 115337
46 30 125748
21 33 137942
23 2 145630
30 33 12934
24 19 92667
30 18 108252
38 32 85207
7 25 67735
17 42 86502
29 23 122114
4 37 113592
35 39 118959
5 14 94080
16 50 57753
8 43 102422
5 40 37754
21 46 174589
3 43 210208
10 9 155789
19 18 103802
42 1 66978
6 37 127088
41 37 135220
22 49 59266
6 24 94550
17 6 129078
32 29 40536
49 25 102251
37 32 113075
38 18 124607
46 20 110373
41 1 87309
7 9 109134
3 33 182167
36 27 160049
34 10 109708
18 3 128413
21 41 92536
8 18 175052
50 18 110968
6 7 112347
11 30 111775
49 39 69831
37 19 143908
28 11 96869
23 24 104993
40 11 53557
42 2 145624
30 6 83791
50 27 139576
16 8 178275
38 27 120624
10 44 178836
5 31 95550
1 48 95829
6 3 162506
26 50 138078
40 13 62709
29 43 135146
13 47 114722
25 22 101829
45 27 172824
10 33 6660
13 33 114908
34 39 88836
26 43 216978
34 45 149068
41 24 86567
36 12 165646
50 35 101070
5 29 18013
22 26 111903
11 25 126077
27 5 97311
20 39 17422
5 18 100171
15 48 87417
30 38 154809
13 28 30617
43 31 196297
45 16 103183
38 22 92106
18 6 105685
6 19 77433
2 10 156333
48 40 86400
41 3 154627
14 30 124134
9 37 83128
48 31 121040
29 48 30633
13 38 135465
25 42 137506
45 21 170642
43 44 198331
48 21 70513
45 31 171063
14 12 90002
49 19 131945
22 35 124253
7 17 16731
34 33 116368
26 36 108580
49 32 52367
14 20 20549
22 2 130480
1 32 41692
20 50 120868
36 38 134661
31 12 7358
36 44 172943
47 16 48415
49 9 94235
37 2 83672
50 24 99833
5 24 89036
33 16 70483
40 46 103128
10 15 93886
31 1 74411
13 29 93028
20 12 86051
33 27 140124
30 41 159605
45 36 199929
43 1 140120
7 8 164895
10 26 173822
45 32 133047
31 28 51152
15 38 101455
1 35 107480
29 33 103984
7 2 109678
3 40 153359
47 35 91732
9 38 51122
27 24 54333
36 17 126194
9 15 107161
39 5 99675
15 17 60174
30 49 139780
8 1 182216
27 275
10 7 48660
5 17 77767
22 7 79189
23 7 136311
16 13 92664
5 20 173693
11 9 129502
27 9 144750
18 10 90332
11 13 37578
25 17 50738
20 26 164936
15 24 224332
9 16 6959
9 22 145367
19 2 62054
9 14 87773
17 3 173945
7 12 24096
24 11 45340
1 19 46611
5 8 186634
26 6 240614
10 24 60004
19 7 59033
18 24 130399
10 13 22914
7 14 34296
21 16 47587
9 23 183573
13 3 179182
7 9 122069
1 16 144117
17 24 60892
6 10 219844
26 1 106136
6 18 261048
16 18 156782
27 13 112021
19 18 100705
18 21 194030
3 26 222866
15 13 184592
24 19 49631
21 7 152358
1 9 151076
11 16 122543
5 16 172805
17 15 194544
5 9 179764
9 21 54546
13 9 99623
18 12 65768
16 8 156663
21 14 118062
19 11 4291
20 27 184145
4 24 269566
24 14 82479
1 12 60802
8 1 144217
8 22 117762
27 15 229719
13 18 67418
16 7 115110
3 2 204649
4 26 188387
14 10 27065
10 5 78655
24 20 155042
19 6 230217
13 2 28767
20 8 202834
7 15 207038
23 3 263132
20 18 166354
1 25 86088
17 11 15552
1 15 229894
19 10 10373
5 22 109184
25 15 149957
14 20 122103
21 13 129912
2 18 92885
15 26 228276
19 17 11261
25 6 228265
20 10 95038
25 12 32985
12 27 113671
7 13 25746
21 2 155379
21 15 139515
25 2 60102
27 6 278658
22 13 53443
21 17 146015
6 4 392567
1 17 37126
3 4 374819
21 3 134105
17 16 108767
1 22 66767
17 22 31417
15 4 375736
8 15 248591
1 23 173017
24 5 138659
16 2 118131
25 10 49850
26 27 159005
2 14 37317
17 20 95926
1 13 59152
16 3 86518
18 26 111102
12 24 72279
19 16 118252
3 27 224309
7 1 84898
4 12 197287
26 22 100427
4 11 236515
15 16 91928
11 20 109702
12 19 34937
23 24 184494
22 25 80379
2 11 66345
11 12 39228
17 12 25452
1 5 114893
10 4 221851
21 1 181365
4 16 288301
7 17 49548
14 8 135044
19 22 20156
2 27 140788
11 21 159791
5 2 108908
2 6 222397
8 10 107979
21 12 128262
22 10 30529
3 1 136819
26 25 78319
10 26 69898
8 19 97606
23 26 157549
4 18 263055
4 13 198937
23 25 118585
8 17 108867
6 13 196930
11 3 187721
7 11 63324
14 15 172742
9 25 64988
17 10 888
14 5 91991
9 19 125211
4 17 222739
8 4 329830
12 20 119602
16 23 176614
21 24 200541
10 12 24564
2 12 27117
24 9 170252
25 19 60223
18 17 91220
19 4 232224
13 14 11850
21 22 175656
19 21 155500
4 14 207487
22 24 61205
19 15 183283
6 15 273228
2 24 99396
8 3 243181
2 20 146719
8 13 130893
8 7 156639
27 18 179439
24 1 96242
11 8 101897
23 12 112215
18 5 147559
26 19 80271
15 5 264733
11 23 151443
26 16 136348
26 17 70786
5 25 114776
26 14 55534
21 10 145127
6 21 151922
20 9 167568
25 14 22785
10 3 173057
8 26 177877
23 22 167308
3 14 167332
9 10 114838
5 6 228879
25 11 64514
12 15 182942
12 16 91014
23 14 122415
2 15 210059
7 18 89864
19 27 78734
20 6 131335
5 7 57695
19 20 105411
20 4 316889
9 26 143307
8 12 132543
18 23 177983
5 26 127125
7 6 171184
11 26 84562
15 9 84969
9 12 97973
6 24 267559
10 2 51681
24 13 73929
5 23 194006
11 5 93319
13 23 113865
11 27 83025
22 15 163127
17 9 115726
14 18 75968
11 22 15865
20 1 131276
14 11 41729
4 23 309502
15 3 164528
6 1 256082
19 23 147152
14 6 205480
10 11 14664
1 14 63303
27 23 93237
4 27 310958
27 8 18872
23 6 307495
6 17 220732
27 21 126736
1 11 50902
2 26 18217
12 13 1650
4 22 252382
24 26 117613
3 5 251712
27 1 125345
19 5 89028
9 2 125090
25 24 105264
22 14 57594
22 3 203586
25 8 157829
3 18 243300
18 25 98753
25 3 144547
25 20 144888
14 16 80814
7 3 201628
23 2 139332
25 27 138957
25 13 34635
49 367
9 34 90746
32 19 172500
25 12 182461
7 45 198861
4 32 231698
31 17 160112
22 11 138787
46 4 222533
11 14 140776
22 25 218552
11 42 150208
25 3 197239
38 22 114259
24 47 108122
21 25 240205
42 29 157149
38 14 116319
18 25 247790
45 9 140230
46 29 103232
47 10 43737
18 26 294155
32 12 219611
39 14 202006
6 14 77761
41 29 86032
27 13 214477
41 25 209550
32 46 205482
9 31 236253
44 13 204639
37 40 173848
21 1 141078
21 44 190324
41 33 127717
8 46 86722
14 16 133659
5 38 183239
20 26 211194
39 18 155581
5 42 122837
16 7 262990
32 31 237187
46 42 126366
11 21 160440
33 35 230330
2 40 252004
47 48 47550
36 3 198338
33 29 124896
13 38 150227
24 32 214340
39 41 146717
20 35 214445
5 17 180751
11 20 93041
28 47 183542
43 37 163708
23 38 32933
31 18 297659
41 2 76761
29 47 38218
16 18 223928
12 30 103779
32 9 219288
23 3 125879
15 6 78876
35 29 190559
16 24 195486
15 18 183815
12 8 88679
33 34 150151
26 32 298300
36 49 240128
35 41 246410
31 29 134937
15 34 213155
17 16 131612
4 22 185708
12 43 190542
16 39 68347
22 17 120209
33 1 100505
18 38 143497
15 33 117007
17 35 229081
34 39 137354
5 2 155619
5 49 118104
42 37 121155
9 22 133323
26 6 184702
27 34 187585
26 24 168768
15 39 135980
7 3 233668
49 48 180138
11 35 195862
6 11 63015
38 32 121475
47 43 114514
4 36 167970
13 37 125939
47 8 165531
34 13 245041
45 3 70449
37 14 180785
15 36 145710
47 36 162835
35 6 209892
18 4 253720
17 45 53483
17 43 144984
49 35 266879
36 48 170211
2 45 5999
45 8 166227
30 2 195921
17 33 164617
14 23 103525
3 27 133583
24 43 188371
26 45 232462
13 26 239804
46 25 226750
14 33 214803
23 47 90376
2 38 52140
19 4 193425
12 24 189935
36 2 157532
10 15 50256
3 39 83352
44 40 292726
37 15 66334
49 16 117693
48 45 48246
27 19 153725
15 47 17125
31 39 249837
46 6 161015
26 28 50726
10 13 160165
40 23 239059
4 13 166039
30 18 286764
36 26 315778
19 37 115491
30 1 148947
24 4 237067
45 10 44433
33 20 15885
2 3 64450
7 24 235688
21 15 176230
17 24 138607
1 17 93094
34 44 248264
2 6 90698
15 22 73941
6 17 126486
7 41 209630
4 14 221734
33 37 136376
13 8 206095
46 18 89470
34 6 232410
29 27 83475
33 30 143982
20 14 198918
20 12 106202
11 46 146985
16 26 183409
11 15 64846
9 16 21739
14 3 205452
47 40 257307
43 19 146531
8 27 70842
41 36 210649
46 20 69199
40 6 276872
28 27 213787
48 20 127704
6 19 128033
3 42 137431
3 28 219045
12 9 62682
46 15 124325
13 23 183160
11 4 134751
27 49 105753
45 1 63305
24 41 26058
6 21 174470
38 29 19236
19 41 114096
8 15 148406
7 18 211617
26 14 106941
35 46 283644
44 39 160802
31 38 154162
39 19 185137
31 33 230851
2 28 178239
43 46 188585
1 29 24391
25 7 245015
4 3 203169
27 10 154824
1 19 94641
22 5 155473
47 2 5330
37 32 147491
24 20 152840
11 29 43753
27 25 168543
14 21 204364
47 14 169949
26 9 188964
18 36 285151
38 1 5166
44 32 175887
14 12 174602
41 11 129785
8 36 205217
4 35 61111
9 27 96855
19 5 216598
38 11 24548
44 43 192125
30 40 128211
35 25 266228
43 22 171315
42 14 141751
19 34 227005
39 35 217533
15 45 17821
27 38 64250
37 23 97399
40 10 290438
16 5 130929
40 21 136080
32 41 188282
20 17 180502
41 46 109699
29 40 219089
31 12 242796
34 12 126134
1 49 168843
12 28 231624
37 36 147702
11 40 262842
30 39 131183
39 43 122474
46 49 121633
47 21 193355
13 17 157519
49 34 186700
38 20 117569
1 27 69416
35 48 199891
10 12 188716
46 37 148473
33 8 33408
34 28 259688
25 6 142865
48 11 34663
2 43 109196
39 6 159144
30 8 110572
26 1 191247
29 3 73721
35 27 235584
24 34 280677
26 17 264753
13 18 244139
43 45 115209
10 33 167263
27 18 158691
36 27 134375
29 9 143502
12 7 277308
24 21 266191
18 20 158669
35 37 180363
46 26 252409
3 37 118962
49 15 185345
48 34 222409
29 48 9332
21 12 111648
33 6 144229
14 29 135544
49 37 172925
42 34 77099
39 11 96129
2 25 156433
33 40 268389
17 41 112549
47 45 696
23 19 66077
35 15 181471
38 4 110223
3 47 69753
44 48 82969
4 39 156422
18 23 176430
41 10 115195
30 21 7869
8 4 135811
41 40 286949
22 3 126569
31 28 280261
37 8 102968
49 42 109601
5 37 186161
27 4 174473
20 31 246736
39 26 214282
31 8 262250
38 24 131343
3 18 236443
21 9 92444
4 33 169219
33 47 134132
44 26 240493
23 46 155390
19 8 197563
16 1 181649
46 30 197294
32 30 265256
31 34 188359
2 44 106552
21 42 78797
41 23 138190
10 22 100553
10 46 174581
18 5 224339
49 25 274296
49 39 55522
7 2 192862
19 49 234483
28 37 190565
4 20 153334
3 5 145934
7 26 286866
11 49 145475
21 20 135964
2 19 60979
19 36 96553
6 27 102737
27 47 121693
13 39 191660
7 47 198165
8 18 176192
41 6 143815
20 28 160468
31 19 163001
48 7 169279
36 23 162630
1 9 159910
5 6 221726
17 19 96767
12 39 109290
28 13 276326
19 57
13 12 53171
13 18 415095
1 2 260079
14 19 404746
18 12 432080
18 2 545935
1 13 145070
14 17 489501
18 19 63217
2 8 701406
3 10 359835
4 7 570648
16 18 345460
18 3 185485
17 18 539936
6 9 508405
4 9 521317
9 1 537568
14 6 558075
12 9 473327
4 15 536282
4 13 128819
5 8 522371
3 16 454021
3 7 595280
1 15 552533
6 19 383295
9 7 126171
10 5 212812
14 5 429501
2 9 437160
6 1 126977
14 7 175841
14 8 776344
10 15 140366
12 15 460634
17 2 642099
13 2 167026
2 3 366811
7 10 261840
13 8 622156
5 6 358540
19 7 473012
17 1 720529
8 6 640249
12 10 601000
15 11 678085
4 2 259659
18 11 693429
18 5 38462
18 1 302527
1 5 264065
1 12 162055
2 12 184011
2 15 432463
19 3 171778
17 4 716142
38 414
20 29 50344
12 22 131956
12 16 223018
11 15 166750
12 20 120255
5 29 5725
29 24 165506
17 32 144666
14 4 120796
1 17 149796
12 37 213141
26 10 281949
20 24 184544
33 12 199566
26 14 264523
2 37 271927
20 3 57662
23 6 204042
29 13 149193
7 19 317388
6 7 255488
37 5 79891
38 32 144124
15 35 178209
19 33 239170
16 31 118575
18 27 103180
23 30 178777
2 21 362407
17 10 172547
36 8 181714
36 30 141667
10 7 253361
4 33 81963
30 33 183886
7 18 198857
18 3 11216
4 1 60429
14 7 248123
14 27 177421
29 25 20757
10 37 256356
10 23 95743
33 27 138588
16 24 187332
35 30 160583
29 38 125429
19 27 219136
2 8 214181
3 23 131864
17 34 222924
18 12 157509
5 14 73525
35 16 160023
29 32 30370
22 37 136211
17 4 108118
7 15 276993
20 33 79311
19 1 222940
16 13 249680
10 8 157252
16 4 117580
27 30 163852
32 5 36112
22 16 131933
22 2 190742
23 12 194457
23 22 117527
29 11 70080
13 11 198629
1 27 122358
23 5 130271
2 35 240319
32 14 98170
4 23 108478
20 17 105466
36 17 27344
15 28 84226
15 31 131202
31 8 50952
30 3 75187
9 27 114693
6 12 218471
23 2 171634
19 30 193723
32 24 195876
31 29 34532
18 38 95220
8 29 85484
17 27 84782
25 35 90865
21 18 214432
9 1 118497
10 20 131846
7 5 181717
9 37 79238
21 25 201847
22 18 80579
31 28 69902
28 2 233131
2 34 346585
7 8 195068
6 14 133594
11 34 247219
25 18 39291
9 28 85970
12 36 235205
15 3 89352
10 33 211157
9 29 5072
7 16 127445
29 19 168930
11 22 63061
24 4 187196
23 32 113402
37 14 6366
6 26 130929
18 10 200724
9 3 22890
31 26 188946
35 18 130156
7 21 208048
18 6 118674
20 30 104575
13 26 352027
37 38 199595
21 14 242880
25 22 41288
22 21 212536
12 10 252101
29 34 195125
33 3 136973
33 34 306794
21 23 283016
9 18 34106
19 35 221137
38 4 166750
13 27 213195
11 4 54012
25 2 177004
35 33 140589
3 31 41850
2 36 243096
13 15 188151
26 27 158357
15 32 127040
24 30 208287
30 38 71198
14 22 129845
25 37 94923
26 29 210425
14 15 185114
18 28 99374
2 24 328793
6 28 153674
37 11 90068
30 4 107227
28 34 243591
35 23 167105
22 35 72979
3 21 209057
8 6 130706
32 11 58936
30 37 128397
32 25 9613
11 25 49323
22 36 121109
12 3 146293
2 11 198790
12 24 304481
37 23 198712
12 13 267524
35 4 63930
15 29 117314
4 18 71530
17 3 116256
24 38 279485
26 11 224494
25 33 108898
13 8 214033
11 16 154123
2 18 165400
27 5 115346
33 8 146075
9 31 39604
24 21 267935
34 6 173097
11 1 114441
4 34 230135
9 38 129326
28 19 190993
10 29 182190
6 13 228689
27 2 238318
19 17 234792
6 4 102236
6 29 79496
15 16 165393
38 28 194594
19 11 179595
20 32 39200
26 12 293389
4 28 56742
27 34 254772
26 5 204700
32 1 102281
2 19 267517
25 23 103789
1 16 57151
18 8 104018
16 37 174653
28 7 243243
6 10 231430
35 1 124359
21 8 148228
36 6 193801
11 38 183834
16 20 120232
31 30 88763
15 8 182154
6 17 166457
14 36 184674
37 32 104536
11 24 235586
16 19 262622
16 36 159887
17 15 32850
32 28 93290
32 4 41852
14 24 233306
25 19 157822
22 31 27513
25 27 88864
36 25 116987
7 3 187641
9 8 90556
8 3 92802
11 35 112638
29 35 111622
22 27 70978
37 21 249246
20 4 2652
23 13 88756
38 15 173356
3 38 106436
7 36 276553
23 26 278960
37 6 127228
34 30 237906
24 18 204684
25 3 28075
1 13 241974
32 18 48904
21 13 324447
24 19 253042
9 34 200197
4 8 69416
4 12 122907
28 30 145273
18 36 77696
29 23 124546
15 5 123039
34 31 211671
24 36 206619
35 28 115368
1 10 68765
31 27 75089
24 15 201113
18 19 129752
17 5 148143
31 23 90014
27 7 248430
35 38 225376
29 14 67800
1 12 183336
11 6 149576
11 33 130671
7 13 308872
7 25 159566
6 24 233552
4 5 58721
22 32 50901
23 38 238300
25 1 92668
22 17 93765
33 36 188719
25 28 83677
20 21 200835
36 27 112126
22 20 11701
7 2 336570
38 13 184222
12 21 303621
32 10 171046
10 24 61416
20 28 54090
17 21 169146
24 25 186263
27 8 126041
21 32 211460
29 36 116874
1 22 74782
15 6 196810
38 20 164098
36 11 166310
15 1 127958
9 15 112242
17 7 259988
8 1 124774
28 12 174345
7 38 294077
12 2 267672
15 2 243536
21 38 306519
2 13 260390
15 36 5506
31 18 53066
19 26 332993
36 10 145203
34 20 227483
5 30 48506
6 1 162665
26 37 258157
5 10 187915
19 10 191626
19 22 171560
7 33 255926
35 26 169235
13 5 154918
6 2 213058
5 35 112077
23 14 192346
8 17 172230
16 33 147609
18 30 63971
24 28 130454
14 35 171910
18 34 234303
38 1 227179
16 26 270335
16 10 125916
35 3 118940
25 20 29587
1 26 213184
20 7 189153
25 26 202721
31 5 40257
28 3 108860
29 2 197761
5 2 203486
37 28 165208
34 21 326370
1 33 142392
24 35 223446
8 34 262623
13 34 263707
31 38 148286
13 32 158919
32 3 37688
12 9 144047
5 3 33687
14 20 118144
6 9 84568
33 24 240453
37 33 203821
16 8 67623
25 16 121244
4 31 18464
14 17 178304
27 6 81675
28 16 174322
22 13 190594
12 31 104443
30 6 122277
27 15 117632
3 2 176616
19 21 343225
33 28 109999
10 35 193124
15 30 142107
35 32 100478
29 33 129655
26 36 270483
16 9 105559
36 35 183715
19 8 194999
35 8 92400
18 14 106978
33 21 228212
27 32 98477
26 30 253206
9 4 58068
36 28 78720
5 1 119150
6 16 179983
36 21 141802
14 2 265561
26 18 242039
5 6 73771
34 5 189400
22 26 161437
37 24 239672
34 35 202837
23 19 95883
33 2 258352
24 13 245915
13 28 183866
26 38 324404
34 24 179158
25 38 134511
34 12 215242
32 9 31450
1 2 242122
16 64
7 8 190221
9 2 366429
6 12 228009
7 5 318700
8 4 152314
8 13 387240
7 2 316127
12 14 296807
4 3 272166
9 16 445597
15 14 688795
10 15 318295
1 6 420912
2 5 2573
7 10 355893
10 14 370500
16 8 321654
7 11 41561
1 2 405502
16 14 526482
15 3 603819
13 5 473011
12 13 479219
4 12 60335
6 5 148113
13 4 452145
11 4 300974
2 16 304137
6 2 150686
8 15 483967
15 16 398414
16 10 479517
15 4 567754
4 7 342535
7 13 466895
12 7 282200
5 3 364911
12 9 215922
11 8 148660
10 5 410731
16 11 470314
9 3 101014
7 6 326251
7 1 586670
9 10 289615
15 12 575946
7 3 70376
11 9 129822
6 3 255882
12 3 211831
12 1 503743
5 4 137370
2 11 357688
9 13 511183
6 16 454838
1 10 246092
14 9 80885
7 15 582504
10 4 310177
1 4 451714
8 5 245059
8 6 136030
10 8 165672
16 12 229675
50 50
35 12 665431
22 37 77036
48 16 254229
30 25 675818
37 3 663740
19 42 770087
30 43 791329
42 17 923639
14 10 719379
20 38 528192
50 11 745249
49 16 943941
45 38 599940
50 25 948844
40 21 935488
36 13 613831
33 36 736496
29 30 575038
39 6 333109
33 34 977479
2 23 846255
27 49 967262
25 48 775968
22 18 374805
31 4 823559
29 43 526616
29 5 765611
31 2 914111
3 19 145551
28 35 947691
24 48 837829
46 31 462843
20 37 279779
32 24 624983
10 7 956554
6 46 420043
41 43 675489
23 26 614899
9 36 494526
42 13 636870
25 46 762105
45 28 728821
45 36 658208
33 30 451102
29 45 955207
29 27 702328
34 37 789341
9 2 751087
16 43 16108
11 17 460427
6 7
5 2 379193
6 4 553976
4 1 379884
4 3 155990
3 1 223894
3 2 402713
3 6 397986
47 7
44 45 606555
22 16 805035
12 33 188993
27 31 390100
22 37 513026
32 34 403754
31 13 354584
30 333
10 11 195628
12 26 243924
25 10 247297
19 3 81672
20 21 162389
9 6 180184
4 20 177029
21 10 170107
14 20 226436
4 21 73003
2 12 155047
1 23 262894
28 5 210981
12 30 138673
18 17 138227
11 21 57207
3 12 248191
25 20 229372
24 23 237185
7 25 77161
12 14 190753
14 21 120929
30 1 118349
30 10 86551
17 14 163794
29 14 169629
11 30 120267
14 24 24068
30 29 117714
2 24 183534
14 4 164731
26 15 24566
10 22 167548
30 15 192461
26 9 228140
6 15 76381
5 17 48169
28 24 97586
17 6 10672
3 20 218013
5 14 144826
10 29 204265
21 27 142369
27 6 109340
24 3 152485
12 23 403870
9 17 190856
30 4 127689
23 13 274783
21 19 26048
8 2 274492
25 12 289772
24 25 153978
18 7 179792
30 26 186036
9 14 293580
1 28 187923
19 28 213132
19 4 99051
18 24 155685
9 27 154525
26 25 104243
18 28 58099
2 29 205664
29 9 159818
1 2 216873
14 16 244095
28 17 185136
1 3 203921
18 13 233551
1 18 129824
25 2 307714
22 2 236519
20 9 340158
27 20 198744
20 29 193451
13 8 120076
22 24 94302
2 3 277268
22 7 17485
29 18 129189
23 14 216063
18 21 188949
8 9 194264
8 17 24752
15 8 90461
19 15 70236
24 30 167160
3 14 176553
13 4 117605
6 29 104047
23 9 307824
22 23 226141
18 8 141635
13 27 139320
7 3 75668
22 28 184525
14 13 167012
24 10 114564
2 4 272021
2 28 85948
4 16 242009
18 2 144047
27 22 139810
5 22 26456
13 22 105524
10 1 204900
28 10 16977
2 10 68971
12 13 295546
11 19 83255
3 15 99812
11 28 178651
21 16 211741
22 25 94646
13 26 65705
3 27 197993
27 4 120949
17 4 22281
21 3 55624
15 25 101305
9 16 291984
15 20 149708
16 24 268163
21 29 137076
8 26 115027
28 21 187084
8 5 51577
6 30 116080
21 2 239078
5 11 33310
25 14 178046
14 28 121654
22 1 145738
26 19 94802
12 11 247760
22 20 164948
22 12 195126
6 10 191441
8 1 129348
3 30 206822
19 18 214997
15 17 87053
5 6 37497
14 7 100885
16 10 223449
28 6 174464
3 28 225274
11 7 48050
20 6 165420
20 26 125129
14 1 180850
1 29 11221
7 2 230553
25 4 129636
5 20 186286
7 8 66317
26 11 96760
4 15 87990
19 6 87442
19 5 49945
16 26 211074
30 18 11475
5 3 79521
3 18 201466
21 23 228700
23 26 209078
12 5 216464
3 6 90742
17 30 126762
1 27 5928
1 24 156782
11 23 256706
28 12 69099
17 11 14859
7 26 48710
3 13 158589
20 23 334207
23 2 352180
9 4 191793
19 13 76917
10 13 247612
28 26 174825
27 23 256966
29 28 187288
15 11 72194
28 23 334771
20 30 274739
10 27 198972
24 5 120758
11 22 59766
23 15 184512
13 2 316583
16 18 261355
24 6 129054
27 2 210945
7 4 63846
8 23 274973
19 29 163124
13 25 169948
24 19 122909
30 21 177474
4 26 112556
7 16 226667
15 2 236207
21 15 44188
3 9 233393
17 21 72066
8 30 130160
30 5 153577
30 2 155522
7 19 46092
28 20 205165
11 4 15796
27 29 5293
29 17 93375
25 19 123253
13 30 222076
22 29 134517
12 10 86076
28 27 181995
8 10 205521
8 25 132107
15 29 92888
5 9 201552
25 28 230313
18 6 127555
11 24 124867
11 6 4187
18 25 237998
2 9 353063
15 22 41629
29 23 262259
13 1 145248
19 20 136341
10 23 342956
18 10 75076
18 15 203936
19 27 168417
4 6 11609
20 8 179500
8 11 18267
24 27 150854
13 28 240530
16 6 246799
5 7 43941
17 16 236127
21 22 2559
4 22 75562
17 12 254235
19 12 218615
4 28 186073
24 9 269512
12 20 274264
3 16 267365
29 26 68322
6 7 52237
23 4 272502
22 30 180033
26 18 197511
27 25 177858
9 10 300434
3 8 76688
22 26 66195
26 3 124378
11 1 119455
12 24 166685
24 26 77239
8 21 75474
1 4 126877
25 29 172565
1 26 79543
1 12 257022
22 17 74625
25 30 234107
7 30 168317
17 20 176092
7 20 173839
15 27 98181
29 3 192700
21 9 177769
16 8 244471
11 25 122214
22 14 118370
13 15 90271
20 2 257159
13 5 126862
25 17 128699
14 15 76741
16 30 249880
4 18 139164
19 22 28607
16 2 232673
25 23 269434
11 27 113527
26 6 100947
9 11 184371
13 21 102965
2 11 264599
29 11 108234
16 11 250986
15 10 167236
16 29 142752
26 21 68760
24 15 52673
21 12 192567
8 28 188544
30 9 266946
10 4 203050
23 19 254748
4 24 140683
14 19 146977
22 6 63953
12 4 255172
20 16 336203
16 28 240426
23 18 380862
12 29 256387
16 5 235638
26 14 101307
1 5 152765
16 19 237789
30 23 369387
16 27 137459
11 3 94929
27 8 123420
2 19 265126
7 12 212611
20 11 161233
25 16 149927
9 25 196028
6 25 118027
13 11 101834
42 178
2 42 359914
29 18 407985
35 19 72264
10 2 227893
4 20 400743
24 42 438021
30 37 223966
11 3 195164
27 25 361188
1 29 276900
28 16 218218
6 19 245773
18 19 198699
23 6 594825
33 25 337759
8 26 349723
19 1 113756
24 31 282733
1 14 259572
15 37 383634
41 12 250467
25 14 204332
25 39 340112
13 14 168223
40 41 323125
6 41 251114
27 6 214531
18 37 333728
6 4 360154
30 32 263275
10 29 286641
29 19 284884
38 33 113472
24 41 247969
39 9 283639
32 5 118710
36 22 186198
35 24 243210
32 2 115036
7 24 373438
41 3 275064
2 36 124417
15 38 313691
4 30 412301
13 2 210550
13 22 118639
31 23 510592
12 1 217137
11 4 193013
2 40 303313
33 35 230206
34 3 177262
1 22 140157
37 40 182902
13 42 358342
9 33 220848
2 25 423284
33 2 321372
31 40 120581
27 21 192362
19 3 13136
11 38 81376
24 6 416719
30 36 290606
8 1 148186
40 15 229279
10 1 168865
21 30 272250
15 3 261741
3 26 310159
31 32 107540
36 9 256639
27 1 203793
28 5 134974
24 16 170708
24 9 422451
40 33 128708
31 3 214213
25 37 416196
9 37 189999
31 28 73326
8 16 203919
19 34 190398
3 1 100620
4 14 434337
5 23 419911
7 12 118928
33 7 168579
7 11 136483
9 35 248392
5 6 262929
12 24 292597
23 33 493754
18 20 357063
21 20 88732
19 15 248605
21 12 108429
3 36 136526
18 36 286687
8 38 211314
27 23 485674
23 38 443433
8 10 204001
2 26 408132
6 28 233057
40 3 160626
8 23 459679
2 20 192489
9 32 229308
1 41 297234
5 14 232061
35 21 95754
