Case #1: 70
20 43 61653
23 44 158311
34 41 109414
16 30 178942
37 26 176131
4 28 97047
12 47 476150
6 48 307731
22 26 192215
44 36 122360
16 27 106202
34 28 175431
14 22 240477
34 36 147576
48 11 298929
38 25 180245
9 45 294208
20 29 266133
48 5 349932
6 40 157935
16 21 257376
12 49 483623
30 41 33280
15 26 418076
25 12 450652
25 9 130815
5 4 272350
34 15 317461
43 42 117173
30 28 141918
49 29 289311
10 44 263327
37 10 244748
27 5 225923
34 4 272478
33 26 204209
1 14 269798
5 38 80945
45 5 130106
42 19 170257
44 15 297376
34 27 64528
31 15 321448
28 35 392547
38 36 279403
2 17 172911
40 21 278237
31 3 302274
40 42 152568
34 3 298287
3 24 448277
35 12 697254
46 24 469623
8 15 291445
14 20 93645
17 31 141737
23 28 257516
34 49 51103
12 2 451555
26 2 304752
31 18 281907
22 42 202352
6 25 51050
35 26 544788
19 30 227942
25 11 235613
32 21 6336
14 13 224848
8 14 89984
24 27 302514
49 42 78654
19 16 261404
8 41 83398
10 6 229430
10 49 274315
43 37 137858
24 40 293105
38 45 211051
14 35 392905
17 13 244890
48 46 151761
23 38 126411
48 42 320553
9 26 303542
4 23 329945
16 18 279585
20 34 106701
17 45 220216
39 30 275079
37 35 375465
17 32 183705
43 29 303494
20 9 142360
6 20 21751
14 48 356970
39 40 339852
46 22 356114
43 28 148712
39 42 217394
48 38 365655
29 39 428051
37 2 135429
5 43 273830
29 19 380914
4 8 264465
2 10 310405
9 22 289192
22 36 63336
47 16 208467
45 24 218805
36 29 376347
21 11 126650
6 34 84950
4 25 256581
17 3 305273
Case #160: Impossible
Case #161: Impossible
Case #162: Impossible
Case #163: 57
13 12 53171
13 18 415095
1 2 260079
14 19 404746
18 12 432080
18 2 545935
1 13 145070
14 17 489501
18 19 63217
2 8 701406
3 10 359835
4 7 570648
16 18 345460
18 3 185485
17 18 539936
6 9 508405
4 9 521317
9 1 537568
14 6 558075
12 9 473327
4 15 536282
4 13 128819
5 8 522371
3 16 454021
3 7 595280
1 15 552533
6 19 383295
9 7 126171
10 5 212812
14 5 429501
2 9 437160
6 1 126977
14 7 175841
14 8 776344
10 15 140366
12 15 460634
17 2 642099
13 2 167026
2 3 366811
7 10 261840
13 8 622156
5 6 358540
19 7 473012
17 1 720529
8 6 640249
12 10 601000
15 11 678085
4 2 259659
18 11 693429
18 5 38462
18 1 302527
1 5 264065
1 12 162055
2 12 184011
2 15 432463
19 3 171778
17 4 716142
Case #164: Impossible
Case #165: Impossible
Case #166: 50
35 12 665431
22 37 77036
48 16 254229
30 25 675818
37 3 663740
19 42 770087
30 43 791329
42 17 923639
14 10 719379
20 38 528192
50 11 745249
49 16 943941
45 38 599940
50 25 948844
40 21 935488
36 13 613831
33 36 736496
29 30 575038
39 6 333109
33 34 977479
2 23 846255
27 49 967262
25 48 775968
22 18 374805
31 4 823559
29 43 526616
29 5 765611
31 2 914111
3 19 145551
28 35 947691
24 48 837829
46 31 462843
20 37 279779
32 24 624983
10 7 956554
6 46 420043
41 43 675489
23 26 614899
9 36 494526
42 13 636870
25 46 762105
45 28 728821
45 36 658208
33 30 451102
29 45 955207
29 27 702328
34 37 789341
9 2 751087
16 43 16108
11 17 460427
Case #167: 7
5 2 379193
6 4 553976
4 1 379884
4 3 155990
3 1 223894
3 2 402713
3 6 397986
Case #168: 7
44 45 606555
22 16 805035
12 33 188993
27 31 390100
22 37 513026
32 34 403754
31 13 354584
Case #169: Impossible
Case #170: 178
2 42 359914
29 18 407985
35 19 72264
10 2 227893
4 20 400743
24 42 438021
30 37 223966
11 3 195164
27 25 361188
1 29 276900
28 16 218218
6 19 245773
18 19 198699
23 6 594825
33 25 337759
8 26 349723
19 1 113756
24 31 282733
1 14 259572
15 37 383634
41 12 250467
25 14 204332
25 39 340112
13 14 168223
40 41 323125
6 41 251114
27 6 214531
18 37 333728
6 4 360154
30 32 263275
10 29 286641
29 19 284884
38 33 113472
24 41 247969
39 9 283639
32 5 118710
36 22 186198
35 24 243210
32 2 115036
7 24 373438
41 3 275064
2 36 124417
15 38 313691
4 30 412301
13 2 210550
13 22 118639
31 23 510592
12 1 217137
11 4 193013
2 40 303313
33 35 230206
34 3 177262
1 22 140157
37 40 182902
13 42 358342
9 33 220848
2 25 423284
33 2 321372
31 40 120581
27 21 192362
19 3 13136
11 38 81376
24 6 416719
30 36 290606
8 1 148186
40 15 229279
10 1 168865
21 30 272250
15 3 261741
3 26 310159
31 32 107540
36 9 256639
27 1 203793
28 5 134974
24 16 170708
24 9 422451
40 33 128708
31 3 214213
25 37 416196
9 37 189999
31 28 73326
8 16 203919
19 34 190398
3 1 100620
4 14 434337
5 23 419911
7 12 118928
33 7 168579
7 11 136483
9 35 248392
5 6 262929
12 24 292597
23 33 493754
18 20 357063
21 20 88732
19 15 248605
21 12 108429
3 36 136526
18 36 286687
8 38 211314
27 23 485674
23 38 443433
8 10 204001
2 26 408132
6 28 233057
40 3 160626
8 23 459679
2 20 192489
9 32 229308
1 41 297234
5 14 232061
35 21 95754
20 39 25426
35 31 194319
19 13 40741
5 38 90639
14 8 111386
18 31 169766
27 34 30691
16 34 144547
10 13 226902
22 25 287935
23 36 430383
10 36 174705
29 34 290878
13 11 186775
16 20 281711
30 38 141343
28 1 162485
4 22 274909
30 11 219288
14 21 159038
39 38 217606
27 26 285078
33 20 306398
33 31 119101
34 12 60745
33 32 226641
36 1 118890
16 4 266994
29 5 249389
21 32 8975
22 42 368583
40 25 339239
23 4 540196
14 33 336686
24 23 507375
36 19 126874
41 42 395891
34 6 183840
33 19 209204
13 15 269034
27 8 238929
24 10 311018
36 42 272209
11 6 253666
31 15 219672
25 41 257296
36 38 182018
31 22 69277
22 35 180382
42 19 399083
17 35 166592
35 20 184486
30 18 360234
1 25 365288
14 29 246787
23 21 412027
10 21 164937
24 1 284702
40 24 344708
2 6 319320
42 38 231895
11 28 144237
13 9 300248
24 33 361816
26 32 293096
20 11 207730
Case #171: Impossible
Case #172: 185
5 22 257301
7 14 244876
1 9 215305
1 16 236562
6 3 244179
7 22 280094
1 12 197545
5 13 130070
20 18 189110
16 5 227379
6 13 189162
19 20 242443
10 18 293840
11 14 155384
4 14 333415
11 17 282054
19 6 250730
11 9 137137
16 9 213087
9 2 167339
10 21 67982
7 3 22768
11 12 120366
8 22 300668
17 10 233420
21 20 36748
3 16 92207
14 17 126670
18 15 227248
14 18 272498
9 4 260961
4 15 304562
10 12 117030
22 19 362477
16 17 233181
13 7 151563
20 3 197176
16 10 239
12 9 257503
5 9 242013
17 15 359579
20 8 208278
5 17 241098
15 6 199165
20 16 104969
12 20 12300
18 7 195827
19 10 164647
17 13 111028
5 21 159158
8 18 160838
1 6 102323
5 11 223428
4 5 401459
20 17 265088
15 2 262997
6 18 28083
19 2 242485
11 20 108066
18 9 289545
13 20 154060
20 1 185245
7 6 221411
3 18 218595
10 5 227140
4 2 292694
3 22 257326
19 11 240358
13 15 306185
17 22 305505
6 5 145554
18 12 201410
12 13 166360
4 20 286097
14 13 237698
11 16 75950
2 14 245480
18 11 259560
20 15 171134
15 5 344719
19 17 216584
12 22 252430
20 5 195906
12 19 254743
22 15 367078
20 14 152529
6 10 307666
15 19 311826
2 8 88052
18 19 222647
17 4 411504
7 1 121587
2 13 152167
10 20 104730
22 14 412328
14 9 226751
4 16 253981
22 13 300909
9 15 360505
18 21 225858
9 3 189503
2 5 165441
21 22 301478
16 22 349533
21 11 71318
22 20 264730
5 3 187586
18 1 74240
8 3 111424
15 7 262393
8 14 255596
17 12 277388
8 4 278243
1 2 122191
10 3 92446
7 21 165635
16 21 68221
1 21 202389
3 12 209476
19 14 89914
15 10 147657
9 20 245203
21 15 207882
3 17 140974
12 16 117269
3 15 239625
5 8 123230
9 19 136837
9 13 270398
21 9 208455
4 1 414885
16 19 164408
3 11 168157
1 13 86839
1 15 301488
9 7 166735
19 4 388890
18 17 165675
7 19 241881
1 14 198258
7 12 214683
1 19 148407
6 14 287084
13 3 174331
3 2 23372
2 12 214079
12 15 183434
4 22 493215
14 3 267644
3 21 160428
8 15 323580
4 10 254220
13 11 188630
21 2 165031
7 8 88656
7 10 115214
15 14 323663
10 11 76189
17 2 118810
22 18 139830
16 7 114975
6 4 325302
1 10 236801
21 4 249349
6 9 317628
4 13 366661
16 6 307427
12 6 229493
13 21 117312
22 2 280698
2 10 115818
11 7 188868
9 8 232041
17 9 284941
9 10 213326
13 10 158528
8 11 100212
4 7 293298
4 18 353385
7 17 118206
13 8 240219
4 3 316066
4 12 298397
15 11 223372
8 12 220578
Case #173: 205
19 12 402881
26 25 296741
23 14 228766
1 7 198526
5 21 40439
3 2 43714
7 27 320646
3 17 244137
5 3 35915
10 3 66378
5 19 358123
26 13 112644
6 25 457255
6 10 325727
10 19 294919
20 21 183189
7 17 253476
2 5 79629
22 17 174990
8 13 235829
3 18 127795
18 19 450003
16 14 259021
4 12 252184
5 27 162070
21 15 272782
23 17 277574
15 23 265467
15 17 308131
14 8 333215
18 20 162648
22 21 73671
15 5 313221
18 26 198655
12 17 324810
26 9 154305
27 4 216559
21 1 152153
22 12 149820
14 19 493299
6 16 307917
26 14 121303
10 13 257804
9 12 174844
2 24 260024
23 21 186863
6 27 385504
15 12 351705
16 8 383465
10 2 110092
2 26 195420
17 11 227363
23 11 108313
23 27 303924
17 13 115549
27 1 273784
22 18 196942
16 25 348324
19 26 467667
14 24 184375
24 25 177642
2 15 277240
16 1 99061
26 23 179477
20 3 187713
8 24 258271
11 7 159039
6 7 406165
3 24 216310
3 6 259349
10 21 61854
3 22 69147
23 19 504547
14 7 209158
13 3 212795
20 4 16202
3 1 147629
11 1 109841
17 20 192186
10 26 209036
5 17 280052
8 21 339421
1 25 335398
14 5 250322
16 7 288129
19 22 303927
13 9 227342
14 4 101498
20 24 99079
11 24 134256
18 24 88515
15 6 443910
27 25 434350
13 11 111814
11 19 502112
16 5 73165
11 26 71184
12 23 263012
7 3 239561
15 7 213455
1 4 90866
26 6 318310
14 25 346030
20 15 121997
1 26 110671
21 2 48238
20 2 201159
18 25 266157
15 16 295722
27 9 82032
4 6 338115
23 22 246916
12 10 147051
20 8 273911
14 10 266463
13 1 151301
10 1 214007
18 5 163710
3 9 94171
25 19 279705
17 19 366469
4 5 207426
10 15 303164
24 26 135086
16 2 92282
1 15 196661
3 27 126155
15 14 181301
9 5 130086
18 12 208468
27 8 283076
5 1 172226
27 14 318030
8 9 290774
18 8 346786
7 10 296891
4 22 159524
24 10 280246
20 14 85296
21 4 166987
23 9 271940
24 27 325105
20 1 74664
4 13 92839
23 13 206926
21 14 209883
9 17 200014
16 3 48568
24 15 221076
13 21 217319
22 6 328496
11 10 216344
16 21 53092
12 11 289870
9 7 242160
25 7 322024
19 21 326732
3 4 171511
19 15 555734
25 21 398476
13 7 137927
26 12 232379
5 13 237392
12 16 129241
16 27 174723
19 2 278494
20 26 36007
22 11 210903
15 26 125600
24 17 93107
1 9 225366
10 25 441901
1 22 216776
20 7 123862
18 27 253950
17 27 232003
23 5 218254
2 23 226053
13 15 198634
8 23 337388
6 19 179963
10 27 192533
21 3 4524
27 20 232734
15 3 277306
12 21 85197
5 25 380650
6 21 263873
13 16 164227
22 9 25024
11 21 213721
10 20 181167
11 9 185879
1 12 228302
20 12 268386
25 3 393952
17 10 310515
4 8 257709
22 13 252363
4 7 107660
1 17 266850
22 10 135525
16 10 114946
9 14 235998
12 3 80673
Case #174: 50
5 45 432860
5 49 682785
38 18 654365
35 46 696352
29 50 666555
15 3 363812
26 6 892885
20 13 564588
49 30 908734
48 4 760337
8 11 770282
15 42 306821
27 46 415226
15 41 563159
18 7 350086
33 3 914028
19 10 243501
11 29 726548
9 17 715568
27 24 990966
49 18 531902
29 41 20984
19 17 892780
29 45 513148
34 31 619080
37 3 903104
5 50 874498
32 34 632770
3 4 796128
19 42 450436
33 23 470049
17 46 714168
7 34 202587
13 50 686232
32 49 411306
19 20 401579
11 13 526247
45 49 537708
46 23 802876
13 18 780418
34 21 867452
4 7 446262
5 12 928750
8 40 128186
34 50 762219
32 24 598135
31 29 835061
8 24 632527
7 1 595438
46 12 790366
Case #175: 50
7 9 134036
11 12 248789
3 15 202055
11 9 300908
4 16 205216
15 10 192381
9 8 334301
15 2 80972
13 9 217549
6 3 225490
2 16 263371
2 9 229271
16 12 227059
3 2 270192
2 8 318494
10 13 85057
3 5 205885
4 5 27394
5 13 133084
14 5 243670
11 14 422039
1 3 103082
4 10 244168
4 1 75409
11 1 281172
11 16 410979
1 13 197813
15 4 53154
7 6 8108
15 11 204129
6 14 263275
7 5 11497
3 12 233880
7 15 37257
4 12 97814
3 4 178491
5 16 232610
13 6 152689
14 1 183616
13 7 144581
14 15 217910
4 6 46999
7 1 114300
6 10 197169
16 3 232889
7 3 217382
9 12 192959
11 2 285101
15 13 107324
6 8 208373
Case #176: Impossible
Case #177: 196
15 3 305195
1 2 325108
1 31 226461
33 4 191243
30 37 195073
24 5 53861
35 36 213136
9 32 207513
38 4 135632
22 7 210278
8 38 294917
7 33 230981
17 30 262389
9 18 65726
28 18 103149
33 32 204843
8 35 253637
14 11 224198
31 17 188213
34 19 28633
8 1 187352
5 35 123597
9 37 228571
1 26 181548
26 32 293506
6 21 306615
36 6 138052
14 36 145875
29 30 325012
28 24 154148
6 16 209093
6 19 234006
15 18 199898
16 17 195290
30 11 321845
19 33 229961
23 31 305058
2 24 168037
9 34 112791
2 17 303537
25 22 150352
5 4 86706
34 6 205373
11 3 178556
2 18 232476
33 38 311785
26 34 69637
19 4 73936
20 19 197074
36 29 109214
11 37 258839
22 21 281867
14 27 89945
6 12 215437
23 27 268561
15 34 172961
24 32 274677
18 4 72240
1 33 141578
27 15 245585
11 35 192108
37 13 175307
29 31 231413
29 37 190772
16 24 227752
32 4 235879
31 33 239347
37 35 214574
25 17 171291
8 32 299310
19 11 171692
5 33 166167
18 35 195465
31 37 222595
36 16 164613
8 24 258062
18 22 188544
17 1 38248
8 7 292075
16 7 322724
12 31 100279
6 31 235302
1 15 274684
33 22 20703
31 13 212546
29 5 99795
12 15 162897
22 1 120875
18 25 103758
26 31 159852
1 6 145623
32 34 248204
12 29 151262
5 18 71868
20 29 178021
14 35 67261
14 30 291870
34 5 41403
20 13 209255
13 14 191921
7 3 206961
5 31 131618
11 2 282850
31 32 338419
25 10 218585
13 8 225373
15 21 349452
32 38 206989
38 36 239132
24 29 45934
35 4 199968
7 14 185903
28 27 259051
4 31 135518
25 28 132177
17 7 127651
22 17 82627
8 5 229391
5 36 170078
25 27 178171
9 7 261454
20 23 251666
18 17 145063
27 5 146281
16 4 199453
9 11 30268
26 19 98270
21 34 230634
29 34 141198
31 16 264493
29 10 286490
13 6 138026
8 21 424840
17 21 199240
34 38 110457
4 37 177683
37 8 320368
20 36 163209
4 7 235662
1 25 184690
13 32 165575
34 23 214843
25 7 180846
1 13 53617
28 6 156289
21 37 363014
23 36 182859
12 30 188850
35 28 169059
16 3 209775
21 18 269856
22 38 291082
27 26 118047
32 22 225546
23 25 141550
3 1 304379
23 21 382562
23 18 245308
38 30 289243
3 17 290296
28 7 235320
15 30 25953
15 35 331409
25 30 268574
13 29 155260
2 34 205539
10 13 267623
22 13 113278
21 25 303927
10 38 255749
2 37 312875
14 16 255417
25 5 31890
35 29 174580
16 37 290058
10 32 369331
13 19 150964
3 30 279242
22 3 323882
22 15 166125
12 36 138739
19 22 209258
24 33 112306
5 2 221898
26 9 165828
34 12 10064
35 26 95363
4 6 187198
17 8 225600
2 28 191145
12 22 190689
27 8 234567
36 9 103126
27 24 179576
10 7 159955
24 18 125729
Case #178: 275
15 1 77784
26 2 102674
23 32 203151
27 19 173221
31 11 91716
17 29 103315
30 14 105242
14 13 98556
29 18 63292
15 27 122768
7 12 170238
29 20 42864
7 6 151171
23 21 246620
24 4 117095
25 4 222345
1 2 125228
25 18 140326
11 17 107785
19 13 202562
18 8 150775
22 26 109603
31 25 111982
7 27 160368
22 30 87827
12 14 201059
11 23 215838
7 32 207488
17 23 260197
7 5 171885
30 19 56842
5 32 124143
15 17 74340
8 10 155765
19 26 165673
32 27 79491
18 15 89373
17 2 184176
26 27 115606
31 21 227627
1 24 79762
3 17 167124
23 10 164900
15 7 92656
16 6 154885
14 23 213385
6 29 91158
9 3 128073
22 12 153123
18 10 4990
28 17 136582
25 15 107228
9 18 144156
9 12 217791
24 23 183879
25 16 180394
22 4 190581
10 7 131963
6 28 14371
15 4 115117
31 1 82538
1 14 50256
18 6 74089
6 3 24455
24 26 91173
17 25 153741
26 11 67584
28 2 108900
9 29 83758
5 2 57584
6 5 180855
16 30 192908
19 7 169134
29 25 81147
6 15 76613
16 5 209326
18 12 262904
13 28 144527
25 11 85617
28 8 114816
22 6 72296
12 31 233341
17 31 199501
29 8 90377
10 16 169404
16 17 204437
31 27 123988
30 11 99325
18 2 49182
14 5 106757
31 18 87738
6 8 113290
29 3 66703
28 1 76142
8 23 263396
31 15 125161
16 8 181306
15 29 28975
32 8 196327
20 18 103262
32 1 191787
29 11 7364
31 7 162761
12 26 262726
4 32 203239
7 16 37441
21 30 220018
7 24 94634
4 6 126138
31 4 182970
2 16 184877
6 32 167132
30 3 39986
13 20 121875
4 18 159998
13 30 188895
4 27 123748
13 31 196189
9 16 84994
12 15 228587
1 30 90147
16 15 130097
24 14 29506
12 23 107756
31 23 247648
20 8 91428
26 1 111923
29 10 68282
2 21 215429
31 10 92728
21 20 156440
31 2 136920
27 30 116379
22 2 122908
6 2 123271
23 6 200329
24 5 136263
16 18 164414
9 10 143975
8 21 222051
19 21 163176
13 10 165391
17 30 207110
25 26 141367
14 29 1447
19 2 186153
6 13 158898
2 12 244348
28 9 89247
15 5 134285
6 25 104060
5 25 148728
31 29 99080
30 25 119591
28 20 48353
21 27 228361
16 19 206575
31 30 7609
3 2 147564
13 5 205313
20 16 125888
23 4 155272
3 5 172013
21 3 198377
8 19 185663
8 24 79517
1 4 192901
24 25 109206
11 7 71045
19 24 133512
21 22 181057
13 25 176381
20 31 119556
28 25 105586
23 27 123660
1 10 117091
18 26 123512
19 14 104006
23 1 258559
15 10 94363
28 30 78812
15 19 131534
29 23 214832
16 26 164236
1 9 132567
24 21 162627
22 3 47841
22 1 2320
8 26 128006
13 21 101421
18 7 126973
28 22 73822
14 31 97633
27 6 110339
19 25 176433
4 20 129006
21 11 139038
1 12 150803
29 19 105453
4 7 107716
4 8 196612
5 17 208625
30 15 132770
10 17 153581
4 26 94302
22 8 40994
7 26 126795
22 16 148630
32 24 116810
1 29 51703
12 13 136810
32 22 189467
16 12 132797
25 20 121117
27 22 135840
25 21 212821
14 28 89770
26 32 169233
25 10 145316
3 4 150593
17 14 101868
29 30 106689
14 3 65256
14 11 5917
9 4 155269
32 2 66559
14 27 95240
6 20 62724
1 6 74616
6 31 56832
12 20 242476
5 31 160780
13 3 163812
2 13 180864
10 19 141961
11 8 94847
8 25 72758
6 30 64441
4 28 140509
27 11 92178
23 25 227736
15 3 92784
26 10 128502
29 16 101122
24 13 128062
18 24 91351
6 14 89711
7 22 113064
17 19 205874
18 22 109781
23 26 172016
26 9 143978
25 32 157703
6 24 74635
19 28 135654
26 17 163535
1 3 50161
17 18 158571
16 1 146310
14 16 102569
8 14 88930
22 19 144669
4 17 189457
12 11 206976
18 1 112101
30 8 128821
31 26 159300
27 8 176834
26 3 126923
14 2 82308
32 16 244929
4 29 144092
11 22 53853
20 19 145423
32 10 98033
Case #179: 118
3 19 159084
13 18 239981
7 15 175310
8 6 214772
19 9 151493
14 19 81613
12 18 291876
4 14 241890
10 9 269465
16 20 329026
14 16 20575
10 19 117972
3 10 151714
13 10 258052
7 6 259227
13 20 371754
17 2 29717
12 5 22610
13 17 51140
6 16 202518
8 5 200612
14 2 37044
5 14 114248
11 6 203013
8 12 178002
15 5 331467
13 16 64388
9 5 168244
1 11 239268
17 19 88940
4 2 267384
3 20 385922
18 15 374562
1 4 489688
13 5 158061
19 6 100330
17 9 64405
4 17 249217
18 2 159124
8 18 243707
19 7 158897
1 13 303161
17 7 212749
4 12 223837
16 11 495
11 3 57391
13 6 240410
9 14 71732
9 12 190854
8 16 216630
1 10 447383
20 5 317844
13 7 263889
1 14 259348
15 10 137611
17 18 188841
15 8 130855
6 9 251823
19 1 340961
15 3 289325
15 1 437742
1 18 63180
15 2 321756
1 9 280406
12 14 136858
2 6 218987
5 2 110142
13 19 140080
16 19 102188
15 12 308857
8 17 203382
17 3 70144
3 8 273526
5 17 106921
11 17 13743
1 8 306887
18 10 384203
20 8 162942
12 10 181532
3 6 259414
13 2 80857
17 16 13248
11 10 209105
12 19 63560
18 19 277781
16 3 56896
14 20 313287
9 7 277154
11 15 305782
7 18 199252
3 1 295669
20 17 320614
14 15 325862
15 4 95306
17 1 252021
9 15 379858
11 8 217125
16 7 210539
11 9 75066
11 13 64883
7 20 118487
6 17 189270
20 4 346365
12 11 116778
4 16 250915
5 18 269266
18 6 378111
10 6 117652
13 14 58467
6 1 441291
19 11 102683
5 19 86170
2 10 225079
19 2 118657
4 5 246447
5 10 204142
2 12 132752
5 7 245067
Case #180: Impossible
Case #181: 280
23 2 169485
22 12 183993
22 29 206526
6 28 174894
13 7 109620
14 26 179989
4 8 270553
1 11 140633
2 26 24203
21 29 241398
8 16 166582
20 16 157534
10 24 340339
8 18 277693
3 11 265108
24 2 210044
29 27 250700
19 26 279148
18 15 170720
19 28 304918
19 12 334220
16 21 243697
23 20 179554
20 4 131915
7 16 20160
23 15 66
11 29 241055
26 12 124827
28 21 286903
16 27 214234
8 10 286892
6 18 184091
28 23 132330
25 14 231249
9 21 309477
17 23 85770
27 15 231362
21 22 177459
2 1 205565
28 7 174378
13 22 155698
1 25 176917
28 1 231633
14 13 102279
28 12 228065
3 5 184143
16 3 201890
4 12 67779
6 20 198942
17 7 48416
11 20 168060
10 1 254659
12 8 202774
4 18 82552
26 10 171298
8 24 213860
12 10 223575
9 26 205145
26 17 188239
25 29 298679
25 22 273574
27 23 231428
26 22 166163
29 1 272527
4 14 237037
13 26 77710
27 8 165573
7 18 184227
19 11 266914
27 26 170332
27 9 305393
20 2 99070
12 29 163512
10 4 215458
5 1 109666
20 22 91296
2 19 276608
27 6 175310
26 29 230102
22 27 186761
29 13 267297
7 11 83378
8 13 174479
9 16 136305
20 13 152577
18 3 333339
21 25 233195
11 21 254223
7 14 40166
8 26 252189
16 24 47278
25 17 239499
2 3 283632
20 15 179488
8 3 330817
5 11 80965
21 7 223537
8 1 206342
3 17 230146
18 14 174401
16 25 245974
1 20 235956
11 23 41330
29 15 199791
23 10 274284
29 28 118109
4 22 223211
2 14 204192
15 8 106973
22 7 46078
11 13 26242
11 9 101193
9 5 113732
14 8 171005
9 3 201400
6 3 243298
21 19 338326
12 2 100624
19 20 252163
22 14 86244
25 18 132915
9 10 212516
28 20 271808
20 9 253519
20 24 204812
21 2 185233
24 5 69851
9 13 127435
10 14 308991
5 29 162861
5 27 191661
16 15 59609
3 20 319104
14 5 37753
21 23 249228
24 9 183583
29 17 208864
26 25 107411
17 9 159735
29 10 376421
15 21 249162
22 6 107646
22 28 180512
26 15 145216
21 6 243108
1 13 166875
17 19 238739
10 25 77742
16 18 164067
2 27 194535
6 11 54635
27 4 227380
10 13 249008
12 3 319645
14 1 71913
12 16 155278
28 17 204546
21 10 310937
6 7 61568
9 23 142523
23 8 107039
9 12 238258
26 24 185841
28 27 190864
18 23 170786
21 14 221706
2 6 182790
2 13 101913
9 7 116145
19 1 302402
22 10 337461
19 10 249479
22 3 227808
9 15 142457
1 9 223398
4 11 161000
19 29 356753
14 15 77454
3 14 221896
13 23 67572
17 6 29652
14 19 230489
24 29 189220
18 5 186640
27 21 181628
18 27 195836
27 14 153908
17 16 68576
24 14 107604
27 3 375804
6 16 81728
4 26 57048
1 23 99435
28 16 191873
1 12 195170
17 15 85704
13 24 174393
8 20 248053
7 8 149087
17 11 84287
10 5 313919
26 28 277480
13 17 110529
22 8 195165
22 15 88192
3 7 181730
20 18 100371
25 13 181454
7 10 316332
23 14 77520
27 1 225821
21 4 218078
18 10 145794
19 25 171737
20 21 86163
27 12 244241
9 29 163905
28 24 239151
11 25 155212
10 20 246165
18 24 211345
9 28 274721
27 7 194074
18 2 49707
22 5 48491
15 3 223844
23 3 223910
22 11 129456
17 5 46003
1 7 112079
1 26 229768
12 5 135502
25 4 137716
13 28 199770
24 7 67438
14 29 200614
4 1 238410
6 5 59155
16 11 100873
17 18 182651
1 17 63663
19 13 293156
3 21 405267
3 24 249168
24 11 148151
15 28 132264
25 9 134774
13 4 134758
12 15 95801
16 10 309861
19 22 242383
14 9 151485
20 7 137374
26 18 25504
13 16 127115
25 24 262597
18 13 103214
15 11 41264
12 7 137915
5 15 39701
18 9 230649
10 2 182613
5 13 107207
17 21 213456
20 14 177540
6 8 149603
15 6 95899
5 21 225950
24 23 106821
23 16 59543
4 28 295844
29 20 155235
14 28 196296
20 26 74867
6 23 95965
2 11 128155
2 5 185339
3 19 378035
14 12 173255
9 19 306511
Case #182: 46
11 1 208183
7 10 165287
23 2 339698
3 12 326875
10 25 395229
15 12 624887
26 1 481213
17 15 548586
7 8 116930
4 2 233914
9 6 331078
20 3 567082
3 16 472786
1 15 443674
10 16 351851
11 18 346338
6 15 395476
5 12 152407
19 24 886485
18 28 327163
27 16 776130
3 1 524685
2 7 58303
19 15 860197
13 5 333641
1 29 641709
26 17 715374
20 27 742471
29 21 840497
4 18 431798
14 20 357193
18 2 318315
12 7 393112
27 28 913239
23 9 312613
3 29 905782
28 25 180487
11 12 258478
21 27 160477
4 20 328516
15 9 571497
23 17 308902
11 14 469962
21 10 838792
22 18 518301
12 22 231327
Case #183: 131
3 25 243389
28 14 252423
25 9 250015
25 20 162776
24 7 193328
25 17 289121
24 15 177904
4 3 34421
12 9 353937
30 29 189548
9 28 285527
2 11 246950
4 23 194721
8 22 368808
13 11 143410
18 8 188041
6 19 310272
11 26 268598
10 20 435929
23 2 238370
10 23 270728
7 21 361681
29 22 416378
21 6 372401
26 1 305115
20 1 156280
15 9 233306
23 13 263266
7 28 240422
18 16 233637
21 11 240818
12 18 213869
3 28 167759
23 8 140869
13 28 291224
16 26 296105
27 14 375210
30 5 177510
24 14 299517
16 7 86151
5 20 290957
8 5 222524
2 8 241915
24 28 47094
22 7 486586
6 12 328294
26 2 21648
7 11 229327
18 7 147486
27 13 168418
26 12 143803
22 2 284314
2 3 123368
20 21 416848
12 5 253823
15 27 221733
4 18 92553
5 28 18786
5 9 301168
14 21 379862
15 25 293018
17 18 103864
11 24 157336
1 23 244721
5 18 207105
13 17 173926
16 22 428069
19 4 269138
29 8 47570
4 29 233024
24 10 293284
6 17 237770
7 17 251350
8 25 110348
14 29 332616
12 14 335755
29 9 350798
20 18 202653
18 19 176585
9 21 364040
22 9 473944
8 7 148119
4 16 326190
13 8 214439
22 30 331337
7 3 205618
19 13 225895
4 7 240039
8 26 239263
30 8 141978
26 20 316015
4 10 243261
13 15 170029
11 15 262997
28 25 278193
9 24 329476
6 7 262143
11 27 139517
12 30 173277
14 3 134013
22 6 448301
18 21 214195
23 29 188439
19 3 234717
1 11 187098
9 2 241559
12 20 350466
16 20 198164
17 22 272164
2 5 157849
1 14 225337
24 25 231099
20 23 401001
27 7 194140
7 10 339679
18 10 233276
30 25 143074
6 14 7461
4 15 80694
30 15 311479
3 1 249885
6 16 175992
2 7 239200
10 1 323046
24 3 177281
23 15 222323
9 6 25643
10 19 233357
18 9 210327
14 9 33104
29 28 278372
Case #184: Impossible
Case #185: 138
3 15 184575
11 10 215064
12 14 203751
11 18 328321
12 1 280856
16 3 167182
3 17 127535
9 1 156439
8 13 268051
11 2 430032
2 7 211608
7 6 237955
18 14 360188
11 9 358723
4 6 105795
14 6 261682
